External_ID__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,CloseDate,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,StartDate,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160038,11553.16,Uitlevering desktop + tablet,Net Cost (Calc Margin),012i0000001EB0nAAG,4201149,0,Externally Managed,,2.75,CPM,"Mar 6, 2016",,,0063100000fJYbDAAW,Display - Standard,"Feb 8, 2016",25-64,Female
Netherlands Reference number: 20160039,10000,Uitlevering desktop + tablet,Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,12.5,CPM,"Mar 6, 2016",,,0063100000fJYbDAAW,Display - Half Page Ad,"Feb 8, 2016",25-64,Female
Netherlands Reference number: 20160112,2624.79,MCM-113554-2016-0204 -- 2016-02 Activia AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,194429,0,Externally Managed,,13.5,CPM,"Mar 13, 2016",3,Per campaign,0063100000fJYbeAAG,Video - Preroll 20s,"Feb 22, 2016",25-40,Female
Netherlands Reference number: 20160045,33898.85,uitsluiten week 9.,Net Cost (Calc Margin),012i0000001EB0nAAG,2511026,0,Externally Managed,,13.5,CPM,"Mar 22, 2016",3,Per campaign,0063100000fJYbEAAW,Video - Preroll 20s,"Feb 8, 2016",20-49,Female
Netherlands Reference number: 20160115,8250,MCM-113554-2016-0211 -- 2016-03 Danio AV Maart April,Net Cost (Calc Margin),012i0000001EB0nAAG,611111,0,Externally Managed,,13.5,CPM,"Apr 3, 2016",3,Per campaign,0063100000fJYbfAAG,Video - Preroll 20s,"Mar 7, 2016",25-45,Female
Netherlands Reference number: 20160322,111996,MEC-44630-2016-0962 -- 2016.MICHELIN.TCRE.PS4.060708.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,7999714,0,Externally Managed,,14,CPM,"Aug 7, 2016",,,0063100000fJYbFAAW,Display - Frequency booster,"Jun 27, 2016",25-55,Male
Netherlands Reference number: 20160184,6749.84,Activia Fusion AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,499988,0,Externally Managed,,13.5,CPM,"May 3, 2016",3,Per campaign,0063100000fJYbgAAG,Video - Preroll 20s,"Apr 4, 2016",25-40,Female
Netherlands Reference number: 20160052,7902.28,Online video 10 sec en een gelijkmatige uitlevering.,Net Cost (Calc Margin),012i0000001EB0nAAG,585354,0,Externally Managed,,13.5,CPM,"Feb 4, 2016",3,Per campaign,0063100000fJYbGAAW,Video - Preroll 20s,"Jan 15, 2016",25-54,
Netherlands Reference number: 20160185,8850.01,Hier volgt een creditatie voor,Net Cost (Calc Margin),012i0000001EB0nAAG,655556,0,Externally Managed,,13.5,CPM,"May 8, 2016",3,Per campaign,0063100000fJYbhAAG,Video - Preroll 20s,"May 2, 2016",25-45,
Netherlands Reference number: 20160049,9227.32,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,683505,0,Externally Managed,,13.5,CPM,"Feb 1, 2016",3,Per campaign,0063100000fJYbHAAW,Video - Preroll 20s,"Jan 15, 2016",20-50,Female
Netherlands Reference number: 20160050,11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,"Feb 1, 2016",3,Per campaign,0063100000fJYbIAAW,Display - Frequency booster,"Jan 15, 2016",20-50,Female
Netherlands Reference number: 20160051,11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,"Feb 28, 2016",3,Per campaign,0063100000fJYbIAAW,Display - Frequency booster,"Feb 8, 2016",20-50,Female
Netherlands Reference number: 20160093,9296.17,Karcher Multi Vac Display - Jan-Dec 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,664012,0,Externally Managed,,14,CPM,"Feb 29, 2016",3,Per campaign,0063100000fJYbJAAW,Display - Frequency booster,"Feb 8, 2016",24-45,Male
Netherlands Reference number: 20160191,9999.99,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,"Apr 10, 2016",3,Per campaign,0063100000fJYbKAAW,Display - Frequency booster,"Mar 16, 2016",35-54,Male
Netherlands Reference number: 20160190,19099.99,doelgroep+cap nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,1414814,0,Externally Managed,,13.5,CPM,"Apr 11, 2016",3,Per campaign,0063100000fJYbLAAW,Video - Preroll 20s,"Mar 22, 2016",35-54,Male
Netherlands Reference number: 20160192,8315.5,Karcher High Pressure Display - Mar-Jun 2016 - Flight 2,Net Cost (Calc Margin),012i0000001EB0nAAG,593964,0,Externally Managed,,14,CPM,"Apr 24, 2016",3,Per campaign,0063100000fJYbMAAW,Display - Frequency booster,"Apr 4, 2016",35-54,Male
Netherlands Reference number: 20160220,9303.27,Karcher Window Vac OLV April 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,689131,0,Externally Managed,,13.5,CPM,"Apr 24, 2016",3,Per campaign,0063100000fJYbNAAW,Video - Preroll 20s,"Apr 4, 2016",29-49,Female
Netherlands Reference number: 20160257,9999.99,Karcher Window Vac Display - Apr-Oct 2016 - Flight 1,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,"Apr 30, 2016",3,Per campaign,0063100000fJYbOAAW,Display - Frequency booster,"Apr 14, 2016",20-49,Female
Netherlands Reference number: 20160258,5999.99,Karcher Window Vac Display - Apr-Oct 2016 - Flight 2,Net Cost (Calc Margin),012i0000001EB0nAAG,428571,0,Externally Managed,,14,CPM,"May 12, 2016",3,Per campaign,0063100000fJYbPAAW,Display - Frequency booster,"May 1, 2016",20-49,Female
Netherlands Reference number: 20160193,11684.5,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,834607,0,Externally Managed,,14,CPM,"May 22, 2016",3,Per campaign,0063100000fJYbQAAW,Display - Frequency booster,"May 2, 2016",35-54,Male
Netherlands Reference number: 20160194,7123.49,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,508821,0,Externally Managed,,14,CPM,"Jun 18, 2016",3,Per campaign,0063100000fJYbRAAW,Display - Frequency booster,"Jun 6, 2016",35-54,Male
Netherlands Reference number: 20160413,10000,"Doelgroep is man 20-70 en vrouw 29-49. Er moeten dus twee campagnes onder de Line Items opgezet worden. Impressies mogen 50/50 ingezet worden. : Family & Parenting, Home & Garden, Food&Drink_Barbecues & Grilling",Net Cost (Calc Margin),012i0000001EB0nAAG,740741,0,Externally Managed,,13.5,CPM,"Aug 31, 2016",3,Per campaign,0063100000fJYbSAAW,Video - Preroll 20s,"Jul 1, 2016",,
Netherlands Reference number: 20160482,8999.98,MAX-99572-2016-0360 -- Karcher Multi Vac Display - Jul 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,642856,0,Externally Managed,,14,CPM,"Sep 20, 2016",3,Per campaign,0063100000fJYbTAAW,Display - Frequency booster,"Sep 1, 2016",30-54,Male
Netherlands Reference number: 20160259,9999.99,MAX-99572-2016-0192 -- Karcher Window Vac Display - Apr-Oct 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,"Oct 22, 2016",3,Per campaign,0063100000fJYbUAAW,Display - Frequency booster,"Oct 3, 2016",20-49,Female
Netherlands Reference number: 20160030,17882.3,Volvo_OLV_V60_Winter_jan_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1324615,0,Externally Managed,,13.5,CPM,"Jan 17, 2016",3,Per campaign,0063100000fJYbVAAW,Video - Preroll 20s,"Jan 2, 2016",35-54,Male
Netherlands Reference number: 20160081,14901.92,Volvo_OLV_V60_Winter_feb_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1103846,0,Externally Managed,,13.5,CPM,"Feb 14, 2016",3,Per campaign,0063100000fJYbWAAW,Video - Preroll 20s,"Feb 1, 2016",35-54,Male
Netherlands Reference number: 20150847,10000,Online Winter Nordic,Net Cost (Calc Margin),012i0000001EB0nAAG,714286,0,Externally Managed,,14,CPM,"Feb 29, 2016",3,Per campaign,0063100000fJYbXAAW,Xaxis Display,"Dec 24, 2015",35-55,
Netherlands Reference number: 20160035,59080,Turbine pixels op Volvo site plaatsen per type. Er volgt een lijst van Thomas. Gebruikers op landingspagina uitsluiten (clickers). : Autmotive,Net Cost (Calc Margin),012i0000001EB0nAAG,4220000,0,Externally Managed,,14,CPM,"Mar 31, 2016",,,0063100000fJYbYAAW,Display - Frequency booster,"Jan 1, 2016",,
Netherlands Reference number: 20150778,46874.94,Frank -> briefing Suzanne,Net Cost (Calc Margin),012i0000001EB0nAAG,3472218,0,Externally Managed,,13.5,CPM,"Feb 21, 2016",2,Per campaign,0063100000fJYbZAAW,Xaxis TV,"Nov 18, 2015",18-34,
Netherlands Reference number: 20150779,43108.89,Frank -> briefing Suzanne. Retargeting preroll viewers,Net Cost (Calc Margin),012i0000001EB0nAAG,15675960,0,Externally Managed,,2.75,CPM,"Mar 6, 2016",3,Per campaign,0063100000fJYbZAAW,Xaxis Display,"Nov 18, 2015",18-34,
Netherlands Reference number: 20150780,9660.5,Frank -> briefing Suzanne. Retargeting preroll non-viewers.,Net Cost (Calc Margin),012i0000001EB0nAAG,690036,0,Externally Managed,,14,CPM,"Mar 6, 2016",2,Per campaign,0063100000fJYbZAAW,Xaxis Display,"Nov 18, 2015",18-34,
Netherlands Reference number: 20150781,4967.3,Frank -> briefing Suzanne. Retargeting high impact viewers,Net Cost (Calc Margin),012i0000001EB0nAAG,1806290,0,Externally Managed,,2.75,CPM,"Mar 6, 2016",3,Per campaign,0063100000fJYbZAAW,Xaxis Display,"Nov 18, 2015",18-34,
Netherlands Reference number: 20150782,1236.19,Frank -> briefing Suzanne. Retargeting website,Net Cost (Calc Margin),012i0000001EB0nAAG,449523,0,Externally Managed,,2.75,CPM,"Mar 31, 2016",5,Per campaign,0063100000fJYbZAAW,Xaxis Display,"Nov 18, 2015",18-34,
Netherlands Reference number: 20150783,825,Frank -> briefing Suzanne. Retargeting review pages partnerships,Net Cost (Calc Margin),012i0000001EB0nAAG,300000,0,Externally Managed,,2.75,CPM,"Mar 31, 2016",5,Per campaign,0063100000fJYbZAAW,Xaxis Display,"Nov 18, 2015",18-34,
Netherlands Reference number: 20160179,2082.5,"Desktop+tablet- Doelgroep moet zich in Nijmegen+verzorgingsgebied bevinden Verzorgingsgebied bestaat uit: Nijmegen en Arnhem, gemeenten Lingerwaard, Overbetuwe, Oss, Wijchen, Beuningen,  Ede, Apeldoorn en Rheden Deventer, Boxmeer en Uden.",Net Cost (Calc Margin),012i0000001EB0nAAG,757272,0,Externally Managed,,2.75,CPM,"Apr 17, 2016",6,Per campaign,0063100000fJYiaAAG,Display - Standard,"Apr 3, 2016",30-50,Female
Netherlands Reference number: 20160280,10800,Doelgroep Boodschappers aanmaken middels Turbine (check bij Sjoerd),Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,13.5,CPM,"May 29, 2016",3,Per campaign,0063100000fJYiAAAW,Video - Preroll 20s,"May 2, 2016",25-45,
Netherlands Reference number: 20160021,7230.8,S-Max_OLV_JAN_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,535615,0,Externally Managed,,13.5,CPM,"Jan 17, 2016",3,Per campaign,0063100000fJYibAAG,Video - Preroll 20s,"Jan 4, 2016",25-35,
Netherlands Reference number: 20160281,3250.4,25-4: Bij Linsey nagevraagd of er getarget moet worden op Mannen of op Vrouwen,Net Cost (Calc Margin),012i0000001EB0nAAG,240770,0,Externally Managed,,13.5,CPM,"Jun 5, 2016",3,Per campaign,0063100000fJYiBAAW,Video - Preroll 20s,"May 16, 2016",25-40,Female
Netherlands Reference number: 20160022,5751,Mustang Jan-Feb,Net Cost (Calc Margin),012i0000001EB0nAAG,383400,0,Externally Managed,,15,CPM,"Feb 7, 2016",3,Per campaign,0063100000fJYicAAG,Video - Preroll 30s,"Jan 25, 2016",25-35,
Netherlands Reference number: 20160336,7799.6,27-6: Mobile toegevoegd en outstream aan toegevoegd.,Net Cost (Calc Margin),012i0000001EB0nAAG,577748,0,Externally Managed,,13.5,CPM,"Jul 3, 2016",3,Per campaign,0063100000fJYiCAAW,Video - Preroll 20s,"Jun 13, 2016",25-45,
Netherlands Reference number: 20160098,12147.34,OLV Ecosport-Februari_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,899803,0,Externally Managed,,13.5,CPM,"Feb 28, 2016",3,Per campaign,0063100000fJYidAAG,Video - Preroll 20s,"Feb 15, 2016",25-45,
Netherlands Reference number: 20160324,7799.6,2016-06 Greek Oikos juni-juli 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,577748,0,Externally Managed,,13.5,CPM,"Jul 10, 2016",3,Per campaign,0063100000fJYiDAAW,Video - Preroll 20s,"Jun 13, 2016",35-55,Female
Netherlands Reference number: 20160157,11145.2,Ford KUGA FO_maart-2016,Net Cost (Calc Margin),012i0000001EB0nAAG,825570,0,Externally Managed,,13.5,CPM,"Mar 20, 2016",3,Per campaign,0063100000fJYieAAG,Video - Preroll 20s,"Mar 7, 2016",25-54,
Netherlands Reference number: 20160465,5700.09,2016-08 Greek Oikos Aug-sept 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,422229,0,Externally Managed,,13.5,CPM,"Sep 10, 2016",3,Per campaign,0063100000fJYiEAAW,Video - Preroll 20s,"Aug 21, 2016",35-55,Female
Netherlands Reference number: 20160245,11999.99,Inzet op Turbine segmenten : Gehele segment Business en subsegment Automotive_Wagon,Net Cost (Calc Margin),012i0000001EB0nAAG,857142,0,Externally Managed,,14,CPM,"May 31, 2016",3,Per campaign,0063100000fJYifAAG,Display - Frequency booster,"Apr 18, 2016",,
Netherlands Reference number: 20160246,2500,MDS-48634-2016-0381 -- Uw Maatwerk,Net Cost (Calc Margin),012i0000001EB0nAAG,416667,0,Externally Managed,Mobile Swipe Cube. Het materiaal wordt volledig aangeleverd. Om de interactie met de swipe cube in kaart te brengen gaan we een tag implementeren zodat we het aantal swipes in kaart kunnen brengen. Deze tag zet Xaxis op. Per event wordt er een tag aangemaakt (dus voor de verschillende visuals),6,CPM,"May 31, 2016",3,Per campaign,0063100000fJYifAAG,Mobile - Halfpage ad,"Apr 18, 2016",35-65,Male
Netherlands Reference number: 20160101,935,Targeting op Breda met een straal van 45 km,Net Cost (Calc Margin),012i0000001EB0nAAG,155833,0,Externally Managed,,6,CPM,"Feb 26, 2016",6,Per campaign,0063100000fJYiFAAW,Mobile - Halfpage ad,"Feb 8, 2016",18-50,
Netherlands Reference number: 20160319,19263.59,8-6: outstream toegevoegd,Net Cost (Calc Margin),012i0000001EB0nAAG,1284239,0,Externally Managed,,15,CPM,"Jun 12, 2016",3,Per campaign,0063100000fJYigAAG,Video - Preroll 30s,"May 23, 2016",25-45,
Netherlands Reference number: 20160090,1101.6,"2 vragen bij petra liggen: wat is de doelgroep en wat is de cap? extra info: bannering in Zandvoort straal 15 km, De Friday Night Out vindt plaats op 26 februari. De campagne dient daarom te
lopen tot en met deze dag.",Net Cost (Calc Margin),012i0000001EB0nAAG,400581,0,Externally Managed,,2.75,CPM,"Feb 26, 2016",7,Per campaign,0063100000fJYiGAAW,Display - Standard,"Feb 15, 2016",30-65,
Netherlands Reference number: 20160398,19263.96,"Er is nog onduidelijkheid of de video 30 seconden of 20 seconden is. Ingekocht voor een gecombineerde CPM (12,50) echter is dit niet mogelijk met een 30sec video. Dit moet 15 CPM zijn. Hierover is contact opgenomen met Jessica.",Net Cost (Calc Margin),012i0000001EB0nAAG,1284264,0,Externally Managed,,15,CPM,"Jul 24, 2016",3,Per campaign,0063100000fJYihAAG,Video - Preroll 30s,"Jul 4, 2016",25-45,
Netherlands Reference number: 20160405,19039.16,30 sec video 22-7 met een week verlengd,Net Cost (Calc Margin),012i0000001EB0nAAG,1269277,0,Externally Managed,,15,CPM,"Jul 31, 2016",3,Per campaign,0063100000fJYihAAG,Video - Preroll 30s,"Jul 4, 2016",25-45,
Netherlands Reference number: 20160141,2380,Doelgroep: In het gebied Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,865454,0,Externally Managed,,2.75,CPM,"Mar 18, 2016",7,Per campaign,0063100000fJYiHAAW,Display - Standard,"Mar 5, 2016",25-55,
Netherlands Reference number: 20160477,17628.99,"Wacht op omzetting in CPM tarief. Combi Video pakket (50% van de impressies op Desktop en 50% van de impressies In-app) o.b.v. 30""",Net Cost (Calc Margin),012i0000001EB0nAAG,1175266,0,Externally Managed,,15,CPM,"Sep 4, 2016",3,Per campaign,0063100000fJYiiAAG,Video - Preroll 30s,"Aug 15, 2016",25-45,
Netherlands Reference number: 20160133,2125,Doelgroep:Rotterdam,Net Cost (Calc Margin),012i0000001EB0nAAG,772727,0,Externally Managed,,2.75,CPM,"Mar 18, 2016",7,Per campaign,0063100000fJYiIAAW,Display - Standard,"Mar 4, 2016",35-65,
Netherlands Reference number: 20160203,20963,BP_Fuels_Introduction Fuels Active Technology_Xaxis_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1552815,0,Externally Managed,Integral Ad Science pixel meeschieten vanwege brand safety meting. Onder score 850 moet een site worden verwijderd. De IAS rapportage moet wekelijks worden verstuurd. Twee flights: week 17 t/m 20 en week 22-24. 4 mei: de doelgroep is aangepast van 20-29 jaar naar 20-34 jaar,13.5,CPM,"Jun 19, 2016",3,Per campaign,0063100000fJYijAAG,Video - Preroll 20s,"Apr 25, 2016",20-34,
Netherlands Reference number: 20160103,2749.75,Targeting op 40-65 jaar in de provincie Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,999909,0,Externally Managed,,2.75,CPM,"Mar 25, 2016",7,Per campaign,0063100000fJYiJAAW,Display - Standard,"Mar 7, 2016",40-65,
Netherlands Reference number: 20160009,28044.93,CX3 OLV Januari,Net Cost (Calc Margin),012i0000001EB0nAAG,2077402,0,Externally Managed,,13.5,CPM,"Feb 7, 2016",3,Per campaign,0063100000fJYikAAG,Video - Preroll 20s,"Jan 11, 2016",35-54,Male
Netherlands Reference number: 20160198,1700,Cap= 15 per campaign.  Doelgroep man en vrouw Scheveningen en 45km radius.,Net Cost (Calc Margin),012i0000001EB0nAAG,618182,0,Externally Managed,,2.75,CPM,"Apr 28, 2016",15,Per campaign,0063100000fJYiKAAW,Display - Standard,"Mar 31, 2016",40-101,
Netherlands Reference number: 20160197,83996.99,Contactklasse 3-5 aanhouden s.v.p.,Net Cost (Calc Margin),012i0000001EB0nAAG,5999785,0,Externally Managed,,14,CPM,"May 29, 2016",5,Per campaign,0063100000fJYilAAG,Display - Frequency booster,"Apr 26, 2016",25-54,Male
Netherlands Reference number: 20160208,2541.39,Targeting 26-40 in en bij Breda met een straal van 45km.,Net Cost (Calc Margin),012i0000001EB0nAAG,924141,0,Externally Managed,,2.75,CPM,"Apr 29, 2016",7,Per campaign,0063100000fJYiLAAW,Display - Standard,"Apr 11, 2016",25-40,
Netherlands Reference number: 20160012,33530.13,2016.IKEA.NEW.LIGHTING.01.OLV.-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2483713,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYimAAG,Video - Preroll 20s,"Jan 4, 2016",20-34,Female
Netherlands Reference number: 20160125,1201.2,Uitlevering desktop + tablet doelgroep vrouwen stad Utrecht (straal 15km),Net Cost (Calc Margin),012i0000001EB0nAAG,436800,0,Externally Managed,,2.75,CPM,"Apr 29, 2016",7,Per campaign,0063100000fJYiMAAW,Display - Standard,"Apr 18, 2016",25-65,Female
Netherlands Reference number: 20160004,20950.89,Home & Deco,Net Cost (Calc Margin),012i0000001EB0nAAG,1676071,0,Externally Managed,,12.5,CPM,"Jan 31, 2016",,,0063100000fJYinAAG,Display - Half Page Ad,"Jan 18, 2016",,
Netherlands Reference number: 20160168,1123.32,Targeting op provincie Friesland,Net Cost (Calc Margin),012i0000001EB0nAAG,408480,0,Externally Managed,,2.75,CPM,"Apr 29, 2016",7,Per campaign,0063100000fJYiNAAW,Display - Standard,"Apr 11, 2016",18-55,
Netherlands Reference number: 20160044,23951.12,2016.IKEA.NEWS.BED.02.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1774157,0,Externally Managed,,13.5,CPM,"Feb 21, 2016",3,Per campaign,0063100000fJYioAAG,Video - Preroll 20s,"Feb 1, 2016",20-34,Female
Netherlands Reference number: 20160255,2065.5,Targeting op provincie Groningen en Drenthe + Vrouwen 18-55,Net Cost (Calc Margin),012i0000001EB0nAAG,751090,0,Externally Managed,,2.75,CPM,"May 20, 2016",7,Per campaign,0063100000fJYiOAAW,Display - Standard,"May 2, 2016",18-55,Female
Netherlands Reference number: 20160113,16810.78,MEC-43633-2016-0305 -- 2016.IKEA.NEWS.BED.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1245243,0,Externally Managed,,13.5,CPM,"Mar 23, 2016",3,Per campaign,0063100000fJYipAAG,Video - Preroll 20s,"Mar 7, 2016",20-34,Female
Netherlands Reference number: 20160114,3593.99,MEC-43633-2016-0305 -- 2016.IKEA.NEWS.BED.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,312521,0,Externally Managed,,11.5,CPM,"Mar 20, 2016",3,Per campaign,0063100000fJYipAAG,Mobile - Video,"Mar 7, 2016",20-34,Female
Netherlands Reference number: 20160278,857.65,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,311872,0,Externally Managed,,2.75,CPM,"Jun 4, 2016",5,Per campaign,0063100000fJYiPAAW,Display - Standard,"May 14, 2016",25-40,
Netherlands Reference number: 20160279,1865.75,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,310958,0,Externally Managed,,6,CPM,"Jun 4, 2016",5,Per campaign,0063100000fJYiPAAW,Mobile - Halfpage ad,"May 14, 2016",25-40,
Netherlands Reference number: 20160166,13548.83,Campagne mag verlengd worden met max 3 dagen. Nieuw materiaal mag gebruikt worden,Net Cost (Calc Margin),012i0000001EB0nAAG,1003617,0,Externally Managed,,13.5,CPM,"Apr 20, 2016",3,Per campaign,0063100000fJYiqAAG,Video - Preroll 20s,"Apr 4, 2016",20-39,Female
Netherlands Reference number: 20160167,6980.42,2016.IKEA.NEWS.SOFA.04.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,606993,0,Externally Managed,,11.5,CPM,"Apr 17, 2016",3,Per campaign,0063100000fJYiqAAG,Mobile - Video,"Apr 4, 2016",20-39,Female
Netherlands Reference number: 20160227,1252.05,Targeting op provincie Friesland. Materiaal wordt aangeleverd op 24 mei.,Net Cost (Calc Margin),012i0000001EB0nAAG,455290,0,Externally Managed,,2.75,CPM,"Jun 17, 2016",7,Per campaign,0063100000fJYiQAAW,Display - Standard,"May 30, 2016",18-40,
Netherlands Reference number: 20160261,16286.85,"25 sec video, 6-6: mag max 3 dagen verlengd worden",Net Cost (Calc Margin),012i0000001EB0nAAG,1085790,0,Externally Managed,,15,CPM,"Jun 6, 2016",3,Per campaign,0063100000fJYirAAG,Video - Preroll 30s,"May 9, 2016",20-39,Female
Netherlands Reference number: 20160262,26725.69,"25 sec video, 6-6: mag max 3 dagen verlengd worden",Net Cost (Calc Margin),012i0000001EB0nAAG,2323973,0,Externally Managed,,11.5,CPM,"Jun 6, 2016",3,Per campaign,0063100000fJYirAAG,Mobile - Video,"May 9, 2016",20-39,Female
Netherlands Reference number: 20160228,2200,Targeting op provincie Groningen en Drenthe. Materiaal wordt aangeleverd op 24 mei.,Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,2.75,CPM,"Jun 17, 2016",7,Per campaign,0063100000fJYiRAAW,Display - Standard,"May 30, 2016",18-40,
Netherlands Reference number: 20150810,43200,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,3200000,0,Externally Managed,,13.5,CPM,"Jan 3, 2016",3,Per campaign,0063100000fJYisAAG,Xaxis TV,"Nov 20, 2015",18-30,
Netherlands Reference number: 20160295,1101.6,Targeting op Zandvoort met een straal van 15 km en doelgroep 30-65 jaar,Net Cost (Calc Margin),012i0000001EB0nAAG,400581,0,Externally Managed,,2.75,CPM,"Jun 24, 2016",7,Per campaign,0063100000fJYiSAAW,Display - Standard,"Jun 13, 2016",30-65,
Netherlands Reference number: 20150807,16100,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,1400000,0,Externally Managed,,11.5,CPM,"Jan 3, 2016",3,Per campaign,0063100000fJYitAAG,Xaxis TV,"Nov 20, 2015",18-30,
Netherlands Reference number: 20160347,500,- desktop + tablet web,Net Cost (Calc Margin),012i0000001EB0nAAG,181818,0,Externally Managed,,2.75,CPM,"Jun 24, 2016",5,Per campaign,0063100000fJYiTAAW,Display - Standard,"Jun 6, 2016",25-55,
Netherlands Reference number: 20160348,2490,MBA-80912-2016-0209 -- Friday Night Out Jan Smit,Net Cost (Calc Margin),012i0000001EB0nAAG,199200,0,Externally Managed,,12.5,CPM,"Jun 24, 2016",5,Per campaign,0063100000fJYiTAAW,Display - Half Page Ad,"Jun 6, 2016",25-55,
Netherlands Reference number: 20150808,32200,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,2800000,0,Externally Managed,,11.5,CPM,"Jan 3, 2016",3,Per campaign,0063100000fJYiuAAG,Xaxis TV,"Nov 20, 2015",18-30,
Netherlands Reference number: 20160328,2749.75,Targeting: 40-65 jaar + provincies Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,999909,0,Externally Managed,,2.75,CPM,"Jul 29, 2016",7,Per campaign,0063100000fJYiUAAW,Display - Standard,"Jul 11, 2016",40-65,
Netherlands Reference number: 20150809,29911.97,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,2800000,0,Externally Managed,,11.5,CPM,"Jan 3, 2016",3,Per campaign,0063100000fJYivAAG,Xaxis TV,"Nov 20, 2015",18-30,
Netherlands Reference number: 20160393,2125,Desktop en Tablet. Doelgroep betreft 25-55 en Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,151786,0,Externally Managed,,14,CPM,"Jul 31, 2016",5,Per campaign,0063100000fJYiVAAW,Display - Frequency booster,"Jul 1, 2016",25-55,
Netherlands Reference number: 20160047,24570,Bestaande spot,Net Cost (Calc Margin),012i0000001EB0nAAG,1820000,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYiwAAG,Video - Preroll 20s,"Jan 14, 2016",16-30,
Netherlands Reference number: 20160061,23321.69,2016.TELE2.CONSUMENT.YOKO.01.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2027973,0,Externally Managed,,11.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYiwAAG,Mobile - Video,"Jan 14, 2016",16-30,
Netherlands Reference number: 20160390,637.5,"Tablet en Smartphone, web en In-app. Doelgroep betreft 30+ en Zandvoort met een straal van 5 km. Let op: er is nog een tweede flight (20160391)",Net Cost (Calc Margin),012i0000001EB0nAAG,106250,0,Externally Managed,,6,CPM,"Jul 10, 2016",5,Per campaign,0063100000fJYiWAAW,Mobile - Halfpage ad,"Jun 27, 2016",30+,
